userName,score,at,content
Pengguna Google,5,2019-11-19 14:48:50,"Alhamdulillah dengan menggunakan aplikasi ruang guru saya jadi semangat buat belajar karena videonya yang beranimasi dan mudah difahami. Terimakasih ruang guru,,,,"
Pengguna Google,5,2019-11-06 10:43:29,i love this apps.because i can study english better
Pengguna Google,5,2019-10-25 07:10:26,irwan
Pengguna Google,5,2019-10-22 14:39:25,Saya suka dengan ruang guru
Pengguna Google,5,2019-10-06 16:17:21,Sekarang saya jadi disukai oleh orang-orang kerana saya belajar dengan bersungguh-sungguh
Pengguna Google,4,2019-09-29 07:58:25,Ruang guru memang best tapi harap ada bahasa Malaysia maaf boleh tanya akankah ruang guru akan masuk ke Malaysia???
Pengguna Google,4,2019-09-27 12:51:47,Teman saya pakai kode referal saya tapi kog gak masuk hadiahnya :v
Pengguna Google,5,2019-09-25 13:29:31,membuat aku semakin pintar
Pengguna Google,5,2019-09-17 14:04:00,Kalau imail tuu kita harus kasih masuk ap yaa pliss bantu aku ya
Pengguna Google,1,2019-09-13 21:51:32,Sekarang nonton vidio mesti langganan:(
Pengguna Google,5,2019-09-03 22:38:47,Ruang guru ini sangat menarik bagi saya karna belajar jadi mudah dgn ruang guru😙saya jadi mudah faham dan ingat ...
Pengguna Google,5,2019-09-01 15:19:54,Smoga bisa dlam menjawab soal tes natik amin
Pengguna Google,5,2019-08-31 15:11:00,Bisa di fahami...segala penjelasannya....The best
Pengguna Google,5,2019-08-26 18:03:41,Terbaik
Pengguna Google,1,2019-08-25 04:09:20,Chain that Home from my account number 0 years later if the UK is hug you know I am not at least it's not at least it in for this year as part with my but he be good to see what we had before you know that there would make sense is that there would make sense is that there would make sense of the catapult the catapult the catapult and then they had no worries about what happened with an interest from home tomorrow morning my darling and if it g bring the catapult the catapult and then they are
Pengguna Google,5,2019-08-24 07:09:03,Nanda 😍😘😁😀😃
Pengguna Google,5,2019-08-24 05:19:08,Dulu matematika aku 190 nah sekarang 348
Pengguna Google,4,2019-08-23 11:54:37,Melatih jg
Pengguna Google,5,2019-08-23 10:27:32,Terimah kasih ruang Guru
Pengguna Google,5,2019-08-20 14:07:59,Aplikasi bgus
Pengguna Google,5,2019-08-19 15:53:37,bagus
Pengguna Google,5,2019-08-17 00:59:28,Aplikasi ya bagus
Pengguna Google,5,2019-08-14 15:38:42,dstarjuara
Pengguna Google,5,2019-08-09 10:14:28,"bagusss banget aku jadi tau cara2 mengerjakan soal yang aku belum fahami ''TERIMA KASIH RUANG GURU"""
Pengguna Google,5,2019-08-09 03:09:16,gila sih video nya erpan kok di malaysia gratis
Pengguna Google,5,2019-08-07 14:16:34,aku jadi lebih semangat belajar di aplikasi ruang guru
Pengguna Google,5,2019-08-07 12:07:53,memang bagus lah😉😉😉🤔
Pengguna Google,5,2019-08-06 09:14:32,terimakasi ruangguru
Pengguna Google,5,2019-08-05 18:06:15,good
Pengguna Google,5,2019-08-04 16:17:49,ruang guru aplikasinya mantap dan banyak soal dan penjelasan dan
Pengguna Google,5,2019-08-04 15:12:00,fidionya sangat mudah dimengerti terimakasih ruang guru
Pengguna Google,5,2019-08-04 07:38:43,"wah ruang guru sangat bagus , aku muda h paha m dengan ruang guru ini terimakasih ruang guru"
Pengguna Google,5,2019-08-04 04:46:39,Top bgt
Pengguna Google,5,2019-08-03 11:59:41,bagus banget
Pengguna Google,5,2019-08-02 05:51:18,wow best nya saya bagi 5 bintang
Pengguna Google,5,2019-08-01 13:53:01,alhamdulilah terima kasih ruang guru berkat ruang guru saya mendapatkan nilai tertinggi di bidang matematika yang dificulty yah kira kira dapat nilai 94 lah terima kasih ruang guru🙋
Pengguna Google,5,2019-08-01 13:10:58,aplikasi ini sangat bermanfaat
Pengguna Google,5,2019-07-31 09:15:35,saya sangat berterima kasih kpda ruangguru yg sangat membantu sya jadi bersemangat bljar & nilai sya sangat memuaskan karna sebelum keluar di mata pelajaran sekolah sya sudah memahaminya dahulu ..terima kasih ruangguru..
Pengguna Google,4,2019-07-29 13:35:43,kenapa ruangguru gaada smk?
Pengguna Google,5,2019-07-29 12:03:34,ruang guru itu bagus buat orang pinter
Pengguna Google,5,2019-07-29 11:48:40,"DULU NYA NILAI MTK SAYA 70,60,SAYA COBA BERLANGGANAN DENGAN RUANG GURU STELAH ITU NILAI MTK SAYA TRIMA KSIH RUANG GURU"
Pengguna Google,5,2019-07-29 11:44:23,ruangguru memang bagus
Pengguna Google,5,2019-07-28 13:21:09,baguss bangett
Pengguna Google,5,2019-07-27 08:31:37,terima kasih ruang guru
Pengguna Google,5,2019-07-26 09:08:34,semiksues👍👍👍👍
Pengguna Google,5,2019-07-25 11:26:16,apakah pelajar malaysia tidak bisa menggunakan applikasi ini ?
Pengguna Google,5,2019-07-25 08:17:58,saya sangat suka aplikasi ini belajar mudah dipahami dgn efektif
Pengguna Google,3,2019-07-23 13:10:51,kenapa sih sering banget video nya macet macet ?
Pengguna Google,5,2019-07-23 11:06:15,smpai ank sya juara 1 teruus
Pengguna Google,5,2019-07-21 23:32:54,"nah sekarang di aplikasi ruangguru saya bisa belajar dan dapat latihan soal yang bisa dibuka setiap waktu selain itu ada penjelasan nya kalau tidak mengerti (ada penjelasan tulis, dan lisan), harganya juga terjangkau, terimakasih ruangguru 😊"
Pengguna Google,5,2019-07-21 12:27:04,pelajarannya sangat lengkap
Pengguna Google,5,2019-07-21 05:35:01,terima kasih ruang guru berkar ruang guru nilai saya naik terus
Pengguna Google,5,2019-07-19 13:40:00,ruang guru top
Pengguna Google,5,2019-07-18 14:51:01,best
Pengguna Google,5,2019-07-18 13:07:45,kalau boleh bagi bahasa melayu ruang guru tebaik
Pengguna Google,5,2019-07-18 12:15:49,aplikasi ini bagus sekali
Pengguna Google,5,2019-07-17 23:38:45,aku orang malaysia tapi aku faham bahasa indonesia sikit² jk aku bagi 5 bintang untuk apl ini😁😁😉
Pengguna Google,5,2019-07-17 14:18:24,"omg..... dulu pelajaran saya mandapatkan nilai 50, semenjak belajar di RUANG GURU mendapatkan nilai lebih baik"
Pengguna Google,5,2019-07-17 13:55:10,best la ruang guru ni tapi tolong tambah bahasa malaysia😊😊
Pengguna Google,5,2019-07-17 11:39:17,Terbaik lah 👍
Pengguna Google,5,2019-07-17 05:47:42,sngat2 hebat aplikasi ini membuat rakyat menjadi pintar
Pengguna Google,5,2019-07-15 04:34:07,sangt mnyenang kn dn mmbuwt kit cpt memahaminx dgn adnx ruang guru
Pengguna Google,5,2019-07-14 12:43:38,Keren banget
Pengguna Google,5,2019-07-14 12:37:28,Maaf nanya nih kalau pembelajaran smk ada kah ya... Soalnya aq masuk nya sekolah smk😅
